Chat Session,Message Date,Delivered Date,Read Date,Service,Type,Sender ID,Sender Name,Status,Subject,Text,Attachment,Attachment type
🍍Pinnacle Crew Jobs 🔨💰,2022-01-09 08:54:18,,2022-01-09 09:00:28,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,This has been sorted now no worries,,
🍍Pinnacle Crew Jobs 🔨💰,2022-01-11 14:08:06,,2022-01-11 14:08:14,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,"You will get £35 food allowance each day for the 4 days you are up in Leicester.
This will be added to your timesheet. ",,
🍍Pinnacle Crew Jobs 🔨💰,2022-01-11 14:09:15,,,SMS,Outgoing,,,Sent,,Thank you :),,
🍍Pinnacle Crew Jobs 🔨💰,2022-01-21 12:00:34,,,SMS,Outgoing,,,Sent,,Any jobs ?,,
🍍Pinnacle Crew Jobs 🔨💰,2022-01-21 12:03:41,,2022-01-21 12:13:30,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,"Its pretty quiet this weekend. Ill send something over for next week. 
It is going to start getting really busy soon ",,
🍍Pinnacle Crew Jobs 🔨💰,2022-01-21 12:13:44,,,SMS,Outgoing,,,Sent,,Cool. Thanks,,
🍍Pinnacle Crew Jobs 🔨💰,2022-02-03 09:43:00,,2022-02-03 09:44:15,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,"morning have you had any covid jabs? if so which ones please 
have a good day ",,
🍍Pinnacle Crew Jobs 🔨💰,2022-02-03 09:44:54,,,SMS,Outgoing,,,Sent,,I ve had 2 doses of Pfizer . I haven't had booster yet,,
🍍Pinnacle Crew Jobs 🔨💰,2022-02-26 13:07:01,,,SMS,Outgoing,,,Sent,,"I come back from Poland. If any job please let me know. Currently I can work Tuesdays, Wednesdays and Weekends . Have a good day. Thanks :) ",,
🍍Pinnacle Crew Jobs 🔨💰,2022-02-26 13:07:51,,2022-02-26 13:07:57,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,Thanks buddy will keep you on mind ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-03-08 12:20:52,,2022-03-08 12:42:40,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,"OK, THANKS FOR LETTING US KNOW :)",,
🍍Pinnacle Crew Jobs 🔨💰,2022-03-08 21:56:13,,,SMS,Outgoing,,,Sent,,Yes I can work until midday,,
🍍Pinnacle Crew Jobs 🔨💰,2022-03-08 21:56:32,,2022-03-08 21:56:37,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,Thanks will send details in the morning ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-03-08 21:57:01,,,SMS,Outgoing,,,Sent,,Ok. Thanks ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-03-09 10:43:23,,,SMS,Outgoing,,,Sent,,Thank you ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-03-09 11:50:07,,2022-03-09 11:50:11,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,you ok for this one mate? ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-03-09 11:51:07,,,SMS,Outgoing,,,Sent,,I will be late for uni if I will take it so sorry but I can't ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-03-09 11:53:31,,,SMS,Outgoing,,,Sent,,OK 59965-1,,
🍍Pinnacle Crew Jobs 🔨💰,2022-03-09 13:18:06,,,SMS,Outgoing,,,Sent,,All day,,
🍍Pinnacle Crew Jobs 🔨💰,2022-03-09 15:24:05,,,SMS,Outgoing,,,Sent,,OK 59924-1,,
🍍Pinnacle Crew Jobs 🔨💰,2022-03-11 16:02:43,,,SMS,Outgoing,,,Sent,,OK 60002-1 ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-03-11 16:04:19,,,SMS,Outgoing,,,Sent,,I can't change it anymore ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-03-11 16:05:13,,2022-03-11 16:12:51,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,"Ok no worries, tongiht is sorted now. ",,
🍍Pinnacle Crew Jobs 🔨💰,2022-03-13 13:00:21,,2022-03-13 13:00:58,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,Dont worry this has now been sorted ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-03-13 13:09:01,,,SMS,Outgoing,,,Sent,,I can't I have uni ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-03-13 13:09:14,,2022-03-13 13:54:05,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,Alright no worries ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-03-15 18:16:01,,,SMS,Outgoing,,,Sent,,What time ?,,
🍍Pinnacle Crew Jobs 🔨💰,2022-03-15 18:16:12,,,SMS,Outgoing,,,Sent,,I can but what time is the job ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-03-25 19:26:21,,,SMS,Outgoing,,,Sent,,anything for this weekend ?,,
🍍Pinnacle Crew Jobs 🔨💰,2022-03-25 19:26:54,,2022-03-25 19:26:54,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,"Hello Arkadius, I will let you know if we get anything in for this weekend",,
🍍Pinnacle Crew Jobs 🔨💰,2022-03-25 19:27:05,,,SMS,Outgoing,,,Sent,,Thank you :),,
🍍Pinnacle Crew Jobs 🔨💰,2022-03-27 13:28:19,,,SMS,Outgoing,,,Sent,,What time ?,,
🍍Pinnacle Crew Jobs 🔨💰,2022-03-27 13:31:40,,,SMS,Outgoing,,,Sent,,Ok I can do this ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-03-27 13:33:00,,,SMS,Outgoing,,,Sent,,Oh I thought is in London ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-03-27 13:33:27,,2022-03-27 13:33:27,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,is this a issue ?,,
🍍Pinnacle Crew Jobs 🔨💰,2022-03-27 13:33:39,,2022-03-27 13:33:39,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,cool,,
🍍Pinnacle Crew Jobs 🔨💰,2022-03-27 13:34:12,,,SMS,Outgoing,,,Sent,,Really sorry. Recently I am getting job when I can't work ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-03-27 13:34:34,,2022-03-27 13:34:37,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,no stress dude chat soon ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-04-04 17:54:32,,,SMS,Outgoing,,,Sent,,OK 60244-1,,
🍍Pinnacle Crew Jobs 🔨💰,2022-04-04 18:26:03,,2022-04-04 18:26:22,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,Just waiting for the client to confirm thanks guys ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-04-07 19:00:46,,2022-04-07 19:03:24,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,"Please stand down on this one, will let you know if we get anything else in  ",,
🍍Pinnacle Crew Jobs 🔨💰,2022-04-18 11:24:26,,2022-04-18 11:26:32,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,OK no worries thanks Arkadius ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-04-21 15:47:02,,,SMS,Outgoing,,,Sent,,Yeah ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-04-21 15:50:05,,,SMS,Outgoing,,,Sent,,OK 60312-7,,
🍍Pinnacle Crew Jobs 🔨💰,2022-04-27 20:04:32,,2022-04-27 20:04:36,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,Alright thanks Arkadius ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-04-29 10:26:28,,2022-04-29 13:55:58,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,also got some job for the wekeend if your interested? ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-04-29 13:56:02,,,SMS,Outgoing,,,Sent,,Yes ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-04-29 13:57:09,,,SMS,Outgoing,,,Sent,,OK 60195-2,,
🍍Pinnacle Crew Jobs 🔨💰,2022-04-29 13:57:47,,2022-04-29 14:51:27,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,thanks mate ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-02 12:07:08,,,SMS,Outgoing,,,Sent,,Yes,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-02 12:12:55,,,SMS,Outgoing,,,Sent,,OK 60440-1,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-03 14:51:47,,,SMS,Outgoing,,,Sent,,I can do but something for 4h ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-03 14:53:41,,,SMS,Outgoing,,,Sent,,OK 60560-2,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-04 08:56:37,,,SMS,Outgoing,,,Sent,,Yes ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-04 09:04:30,,,SMS,Outgoing,,,Sent,,OK 60368-2,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-04 13:30:46,,,SMS,Outgoing,,,Sent,,Yes,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-04 13:32:16,,,SMS,Outgoing,,,Sent,,OK 60432-3,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-05 09:40:23,,,SMS,Outgoing,,,Sent,,No I am not but weekend I can work ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-05 09:43:43,,2022-05-05 09:43:51,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,what about next week?,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-06 10:18:46,,,SMS,Outgoing,,,Sent,,OK 60199-5,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-06 19:43:38,,,SMS,Outgoing,,,Sent,,OK 60574-1,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-09 12:57:44,,,SMS,Outgoing,,,Sent,,OK 60533-3,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-09 12:59:41,,,SMS,Outgoing,,,Sent,,If anything else before that job please let me know,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-09 13:17:49,,,SMS,Outgoing,,,Sent,,OK 60647-2,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-09 14:03:51,,,SMS,Outgoing,,,Sent,,I can,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-09 14:07:09,,,SMS,Outgoing,,,Sent,,OK 60394-9,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-10 15:23:25,,,SMS,Outgoing,,,Sent,,Yes,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-10 15:26:19,,,SMS,Outgoing,,,Sent,,OK 60658-3,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-10 15:31:50,,2022-05-10 15:31:59,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,weekend?,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-10 15:34:14,,,SMS,Outgoing,,,Sent,,I can work ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-10 15:36:38,,,SMS,Outgoing,,,Sent,,OK 60658-1,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-11 13:50:37,,,SMS,Outgoing,,,Sent,,OK 60703-1,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-12 12:07:45,,,SMS,Outgoing,,,Sent,,Yeah sure ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-12 12:08:04,,2022-05-12 12:08:05,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,"amazing, thank you :) ",,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-12 15:56:35,,,SMS,Outgoing,,,Sent,,OK 60721-1,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-12 18:04:02,,,SMS,Outgoing,,,Sent,,OK 60722-1,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-12 18:24:23,,,SMS,Outgoing,,,Sent,,OK 60706-2,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-16 11:54:06,,,SMS,Outgoing,,,Sent,,OK 60581-2,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-16 19:57:52,,,SMS,Outgoing,,,Sent,,OK 60754-1,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-17 11:22:56,,,SMS,Outgoing,,,Sent,,I can work tmr,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-17 11:23:36,,2022-05-17 11:27:03,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,great one sec mate ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-17 11:36:57,,,SMS,Outgoing,,,Sent,,OK 60443-3,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-17 11:38:04,,2022-05-17 11:38:10,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,thank you,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-17 11:39:44,,2022-05-17 11:40:12,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,ok good  luck ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-17 11:46:15,,,SMS,Outgoing,,,Sent,,OK 60764-1,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-17 11:46:26,,2022-05-17 11:46:27,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,thank you ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-17 12:19:20,,,SMS,Outgoing,,,Sent,,OK 60687-5,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-17 12:20:43,,2022-05-17 12:20:49,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,thank you ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-17 15:45:54,,,SMS,Outgoing,,,Sent,,OK,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-17 17:05:09,,,SMS,Outgoing,,,Sent,,The job in Brentwood. Should I go by my self there or there will be pick up point cuz I don't get it ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-17 17:05:18,,,SMS,Outgoing,,,Sent,,??,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-17 17:06:28,,2022-05-17 17:06:33,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,"catch the train from Liverpool street mate then call steve once you get to Brentford and he will collect you, give him a buzz in the morning and he will tell you what train to catch ok? ",,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-17 17:07:07,,,SMS,Outgoing,,,Sent,,ok now is clear . Thanks ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-17 18:22:40,,,SMS,Outgoing,,,Sent,,Ok,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-18 14:08:57,,,SMS,Outgoing,,,Sent,,I could but I don't when I will be back from Shenfield ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-18 14:44:23,,2022-05-18 14:44:26,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,ok mate no worries ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-18 16:28:56,,,SMS,Outgoing,,,Sent,,OK 60797-1,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-18 20:56:32,,,SMS,Outgoing,,,Sent,,OK 60779-1,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-19 15:32:39,,,SMS,Outgoing,,,Sent,,For yesterdays job in Sheffield the tfl   for the ticket charged me 17.60 ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-19 15:46:39,,2022-05-19 15:46:50,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,huh???? email it in please ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-20 11:24:03,,,SMS,Outgoing,,,Sent,,I can do all except Mon ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-20 15:13:05,,,SMS,Outgoing,,,Sent,,Instead of the one at night ? ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-20 15:13:59,,2022-05-20 15:14:19,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,no just a new one :-),,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-20 15:19:35,,,SMS,Outgoing,,,Sent,,ok,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-20 15:19:54,,,SMS,Outgoing,,,Sent,,Yeah ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-20 15:19:57,,,SMS,Outgoing,,,Sent,,Sorry ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-20 15:19:58,,,SMS,Outgoing,,,Sent,,No,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-20 15:20:07,,,SMS,Outgoing,,,Sent,,I need Mon off,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-21 15:29:04,,,SMS,Outgoing,,,Sent,,"Unfortunately not, I have an exam",,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-23 13:26:21,,,SMS,Outgoing,,,Sent,,Yeah :) ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-23 13:26:50,,2022-05-23 13:26:57,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,thanks mate ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-23 13:27:07,,2022-05-23 13:27:07,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,will replace you on the 18.00,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-23 13:28:14,,,SMS,Outgoing,,,Sent,,OK 60829-1,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-23 19:14:58,,,SMS,Outgoing,,,Sent,,OK 60895-1,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-24 16:39:09,,2022-05-24 16:39:33,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,What time exactly can you work buddy?  ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-24 16:39:43,,,SMS,Outgoing,,,Sent,,Evening,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-24 16:39:59,,2022-05-24 16:40:00,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,OK from what time around?  ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-24 16:40:41,,,SMS,Outgoing,,,Sent,,I was postponing it ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-24 16:41:06,,,SMS,Outgoing,,,Sent,,"I need to just pass it , haven't make it yet ",,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-24 16:41:29,,2022-05-24 16:44:19,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,"Alright thanks Archie, i will keep you updated ",,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-24 18:36:27,,,SMS,Outgoing,,,Sent,,OK 60680-2,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-24 19:14:45,,,SMS,Outgoing,,,Sent,,Which is the duty phone 2 ? ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-24 19:14:57,,2022-05-24 19:14:57,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,This one ;) ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-24 19:15:05,,,SMS,Outgoing,,,Sent,,Oh cool ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-24 22:33:17,,,SMS,Outgoing,,,Sent,,Cja,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-25 16:02:53,,,SMS,Outgoing,,,Sent,,Cja,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-26 09:13:23,,,SMS,Outgoing,,,Sent,,Ok,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-26 16:23:42,,,SMS,Outgoing,,,Sent,,Cja,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-26 17:01:46,,,SMS,Outgoing,,,Sent,,What does it mean 0 hour ? ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-26 17:02:23,,2022-05-26 17:02:23,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,13 hours in total ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-26 17:02:25,,2022-05-26 17:02:25,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,"7hour, then 6 hour ",,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-26 17:03:36,,,SMS,Outgoing,,,Sent,,OK ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-26 17:04:03,,2022-05-26 17:04:16,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,its £20 per hour as well :) ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-26 17:04:21,,,SMS,Outgoing,,,Sent,,How come ?,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-26 17:04:35,,,SMS,Outgoing,,,Sent,,Really o.O,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-26 17:04:47,,2022-05-26 17:04:53,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,yeah....... ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-26 17:11:53,,2022-05-26 17:11:58,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,both 6 hours ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-26 17:12:06,,,SMS,Outgoing,,,Sent,,OK :) ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-26 17:17:22,,,SMS,Outgoing,,,Sent,,"Not really , depence what ",,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-26 18:57:15,,2022-05-26 18:57:15,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,"Can you let us know about the weekend work please, many thanks! ",,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-26 18:57:32,,,SMS,Outgoing,,,Sent,,OK 60873-2,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-26 19:00:33,,,SMS,Outgoing,,,Sent,,Yeah sure ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-26 19:00:49,,2022-05-26 19:04:53,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,amazing! ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-27 11:07:31,,,SMS,Outgoing,,,Sent,,Hmmm ??,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-27 11:11:06,,,SMS,Outgoing,,,Sent,,"
 ",,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-30 13:27:46,,,SMS,Outgoing,,,Sent,,Any job for tmr ?,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-30 13:30:37,,2022-05-30 13:30:43,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,"not at the moment, but will let you know if anything come sin",,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-30 13:30:46,,,SMS,Outgoing,,,Sent,,Ok ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-30 13:31:09,,2022-05-30 13:31:09,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,you available the rest of  the week?,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-30 13:31:58,,,SMS,Outgoing,,,Sent,,I am available until july,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-30 13:32:01,,,SMS,Outgoing,,,Sent,,:),,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-30 13:32:13,,2022-05-30 13:32:18,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,great ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-30 13:36:15,,,SMS,Outgoing,,,Sent,,OK 60919-1,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-30 13:40:20,,,SMS,Outgoing,,,Sent,,OK 60888-2,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-30 15:45:57,,,SMS,Outgoing,,,Sent,,OK 60616-5,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-30 17:00:25,,,SMS,Outgoing,,,Sent,,OK 60920-1,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-30 17:02:29,,2022-05-30 17:05:23,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,Ignore that one buddy will send you other work,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-30 20:12:02,,,SMS,Outgoing,,,Sent,,OK 60992-1,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-31 09:58:15,,,SMS,Outgoing,,,Sent,,OK,,
🍍Pinnacle Crew Jobs 🔨💰,2022-05-31 13:50:59,,,SMS,Outgoing,,,Sent,,OK 60966-2,,
🍍Pinnacle Crew Jobs 🔨💰,2022-06-01 10:09:11,,2022-06-01 10:21:10,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,ok,,
🍍Pinnacle Crew Jobs 🔨💰,2022-06-01 11:49:02,,,SMS,Outgoing,,,Sent,,OK 61035-1,,
🍍Pinnacle Crew Jobs 🔨💰,2022-06-01 12:21:07,,,SMS,Outgoing,,,Sent,,Yeah sure :),,
🍍Pinnacle Crew Jobs 🔨💰,2022-06-01 13:18:28,,,SMS,Outgoing,,,Sent,,Am I on job 60966-2 ?? ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-06-01 13:19:18,,2022-06-01 13:19:20,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,Yes,,
🍍Pinnacle Crew Jobs 🔨💰,2022-06-01 13:19:23,,2022-06-01 13:19:23,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,yes mate ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-06-01 13:19:36,,,SMS,Outgoing,,,Sent,,Ok great cuz I haven't get the crew list,,
🍍Pinnacle Crew Jobs 🔨💰,2022-06-01 13:22:15,,2022-06-01 13:25:49,SMS,Incoming,+447809556540,🍍Pinnacle Crew Jobs 🔨💰,Read,,its the 8th mate 😃,,
🍍Pinnacle Crew Jobs 🔨💰,2022-06-01 13:28:00,,,SMS,Outgoing,,,Sent,,Oh sorry ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-06-01 13:28:04,,,SMS,Outgoing,,,Sent,,Ok great,,
🍍Pinnacle Crew Jobs 🔨💰,2022-06-02 10:33:28,,,SMS,Outgoing,,,Sent,,OK 61052-1,,
🍍Pinnacle Crew Jobs 🔨💰,2022-06-02 13:05:19,,,SMS,Outgoing,,,Sent,,OK ,,
🍍Pinnacle Crew Jobs 🔨💰,2022-06-03 09:47:37,,,SMS,Outgoing,,,Sent,,OK 60975-2,,
🍍Pinnacle Crew Jobs 🔨💰,2022-06-03 15:51:50,,,SMS,Outgoing,,,Sent,,OK 60917-1,,
